,tokens,imputed_brand_Apple,imputed_brand_Google,imputed_brand_Missing,target
828,people line ipad pass time surf ipad sxsw,1.0,0.0,0.0,0.0
829,saw giant line think movie premiere apple store ipad heard scream premiere sxsw,1.0,0.0,0.0,2.0
830,line temp apple store austin yet sxsw,1.0,0.0,0.0,0.0
831,list music performer sxsw link use jquery screen scrape,0.0,0.0,1.0,0.0
832,people listen google sxsw mention link,0.0,1.0,0.0,0.0
833,since i'm listen google's marissa mayer engage twitter i'm wonder heck happen google buzz sxsw,0.0,1.0,0.0,2.0
834,location location location link via mention google sxsw,0.0,1.0,0.0,0.0
835,tech one lone dude await ipad apple sxsw store apple likely expect big crowd forming link technology,1.0,0.0,0.0,0.0
836,bet long ipad line gonna austin sxsw,1.0,0.0,0.0,0.0
837,get look google's impact dashboard first time sxsw,0.0,1.0,0.0,0.0
838,google look social signal search result qagb sxsw,0.0,1.0,0.0,0.0
839,look hig like guideline design android link adam beckley uxamandroid mention sxsw,0.0,1.0,0.0,0.0
840,i've look forward google bing q website rank week sxsw,0.0,1.0,0.0,2.0
841,radio look new band radio show listen link link nowplaying newmusic sxsw pls rt,0.0,0.0,1.0,0.0
842,anyone lose iphone cab downtown austin last night please hit sxsw,1.0,0.0,0.0,0.0
843,anyone lose iphone back cab downtown austin around p tonight please hit sxsw,1.0,0.0,0.0,0.0
844,there's lot drink amp draw google sketchup party sxsw,0.0,1.0,0.0,0.0
845,lot google effort help japan many global issue rt mention rt mention wtf w people sxsw,0.0,1.0,0.0,2.0
846,gotta love mention mention unabashed apple fanboy gt gt even begin apple win sxsw link,1.0,0.0,0.0,2.0
847,geeky love rt mention apple open temporary store downtown austin sxsw ipad launch link,1.0,0.0,0.0,2.0
848,mention love mention mention sxsw quot apple come w cool technology one's ever hear go conference quot,1.0,0.0,0.0,2.0
849,mention love mention sxsw quot apple come cool technology one's ever hear go conference quot,1.0,0.0,0.0,2.0
850,n love town link code valid p infektd sxsw necro,0.0,0.0,1.0,0.0
851,sketchily lurk mention big boi sxsw concert iphone business hard read massive announcement deadline lovemyjob mention,1.0,0.0,0.0,0.0
852,try make detailed colour cod google calendar sxsw prove really tough also get organize,0.0,1.0,0.0,2.0
853,technews man panhandle ipad sxsw world come link tech news ipad sxsw tech,1.0,0.0,0.0,0.0
854,quot many people ipads quot whole room raise hand quot ipad quot half room raise hand stillonamacbook shame sxsw nfusion,1.0,0.0,0.0,2.0
855,rt hire marketer designer creatives social medium pro come see aquent booth sxsw trade show might win ipad,1.0,0.0,0.0,0.0
856,love marketing genius sxsw rt mention inside apple's temporary store austin link,1.0,0.0,0.0,2.0
857,great vid marty rt mention ipad live unboxing front sxsw apple store video link,1.0,0.0,0.0,2.0
858,think may go ipad laptop today sxswi sxsw veteran reason,1.0,0.0,0.0,2.0
859,make soundcloud ambassador sxsw upload music show amp reward rt mention soundcloud android app fresh,0.0,1.0,0.0,2.0
860,come find mention booth mention ipad case leave mention win cbatsxsw sxsw,1.0,0.0,0.0,0.0
861,amazes many people tuck flap apple ipad case sxsw,1.0,0.0,0.0,0.0
862,omfg mean please link webber ipad sxsw dionne warwick,1.0,0.0,0.0,0.0
863,alert medium saw one android tablet sxsw like find needle haystack also saw cr,0.0,1.0,0.0,2.0
864,n first meeting link code valid p infektd sxsw necro,0.0,0.0,1.0,0.0
865,great meeting haha hollergram link sxsw,0.0,0.0,1.0,0.0
866,great mental image rt mention people session take photo w ipad air doingitwrong sxsw,1.0,0.0,0.0,2.0
867,purchase mexican mavis boy amp bear sell first listen thanks sxsw link itunes,0.0,0.0,1.0,0.0
868,purchase mexican mavis boy amp bear sell first listen thanks sxsw itunes free link itunes,1.0,0.0,0.0,2.0
869,think might go weekend without see ipad case twice sxsw,1.0,0.0,0.0,2.0
870,sure mine via ipad rt mention know agnerd dairy relies evernote link sxsw agchat,1.0,0.0,0.0,2.0
871,bum miss sxsw year we're quarantine kiddie cold garageband ipad comfort fb,1.0,0.0,0.0,2.0
872,miss know spotted nfc enable google place marker bird wonder billboard near sxsw link,0.0,1.0,0.0,2.0
873,red mist giant dope interview adi mind adi minute ago compare cat pic sxsw location link,0.0,0.0,1.0,0.0
874,hootsuite mobile sxsw update iphone blackberry amp android link,0.0,1.0,0.0,0.0
875,hootsuite mobile sxsw update iphone blackberry amp android link via mention,0.0,1.0,0.0,0.0
876,hootsuite mobile sxsw update iphone blackberry amp android link android blackberry keitai,0.0,1.0,0.0,0.0
877,hootsuite mobile sxsw update iphone blackberry amp android link hootsuite,0.0,1.0,0.0,0.0
878,hootsuite mobile sxsw update iphone blackberry amp android link via mention,0.0,1.0,0.0,0.0
879,hootsuite mobile sxsw update iphone blackberry amp android share paul link share,0.0,1.0,0.0,0.0
880,hootsuite mobile sxsw update iphone blackberry amp android whether get friendly link,0.0,1.0,0.0,0.0
881,mashup mobile contextual information future google marissa mayer sxsw thefutureismobile,0.0,1.0,0.0,0.0
882,pat sxsw know i'm talk please google julia sweeney learn,0.0,1.0,0.0,0.0
883,well good morning sxswi day i'm ready another day great panel bc alumni amp industry party tonight sxsw gsdm google,0.0,1.0,0.0,0.0
884,love morphie juicepack today recharge iphone worth sxsw,1.0,0.0,0.0,2.0
885,brilliant move apple even begin apple win sxsw link,1.0,0.0,0.0,2.0
886,hey sxsw mover shaker mention publish quot poke box quot ebook next week get involve link,0.0,0.0,1.0,0.0
887,much fun hand chance win audi car mention sxsw mention apple store sxsw link,1.0,0.0,0.0,0.0
888,could murphy usa good serve inside google map phone google announce great feature v sxsw,0.0,1.0,0.0,2.0
889,can't ipad intimate together tapworthy designflaws sxswi sxsw,1.0,0.0,0.0,2.0
890,compile sxsw list one google doc take lot long think many party many good musician,0.0,1.0,0.0,1.0
891,day charger kick bucket heck apple store that's within walk distance sxsw,1.0,0.0,0.0,1.0
892,sxsw good deed return lose iphone,1.0,0.0,0.0,0.0
893,thanks good friend great mention gift exogear iphone backup battery case priceless sxsw,1.0,0.0,0.0,0.0
894,sent iphone rt mention behind email give line iphone compose reply sxsw protip,1.0,0.0,0.0,0.0
895,iphone ipad feel unequipped compare everyone else dang sxsw,1.0,0.0,0.0,1.0
896,head sole sxsw event aclu dotrights google party,0.0,1.0,0.0,0.0
897,whats name song link imthetype ipad imthetype sxsw,1.0,0.0,0.0,0.0
898,need quot page flip effect quot like fake needle cd player tapworthy sxsw ipad,1.0,0.0,0.0,0.0
899,hm need another rt mention google launch major new social network call circle possibly today link sxsw,0.0,1.0,0.0,1.0
900,u need mention group challenge come iphone app solve parent issue sxsw worklifeprogress,1.0,0.0,0.0,0.0
901,mention need help badass android developer right debug emergency know anyone mention sxsw,0.0,1.0,0.0,0.0
902,mention new ubersocial iphone app store include uberguide sxsw sponsor mashable link,1.0,0.0,0.0,2.0
903,mention new ubersocial iphone app store include uberguide sxsw sponsor mashable link fin'ly,1.0,0.0,0.0,0.0
904,mention new ubersocial iphone app store include uberguide sxsw sponsor mashable mention vamos probar,1.0,0.0,0.0,0.0
905,couple new blog random tip awesome iphone app dev link politics behind html link sxsw,1.0,0.0,0.0,2.0
906,news industry spending r amp wait apple innovate publisher b c print subsidize effort newsapps sxsw,1.0,0.0,0.0,0.0
907,hootsuite news hootsuite mobile sxsw update iphone blackberry amp android link,0.0,1.0,0.0,0.0
908,dude next hold use ipad like trophy sxsw lookingforwardtothemusicfest,1.0,0.0,0.0,2.0
909,mention nice mention store huh chance meet face face sxsw today sit wanna talk beer amp social,0.0,0.0,1.0,0.0
910,hard feeling towards google mention say would make great partner checkins sxsw pnid,0.0,1.0,0.0,2.0
911,mention hack find people jump corporate firewall e g use google doc etc hackingwork sxsw,0.0,1.0,0.0,0.0
912,hope flop akabuzz mention google launch major new social network call circle possibly today link sxsw,0.0,1.0,0.0,0.0
913,c retreat link code valid p infektd sxsw cvdc,0.0,0.0,1.0,0.0
914,mention rumor apple popup store downtown austin sxsw amp ipad launch link smart move many dfcbto,1.0,0.0,0.0,2.0
915,anyone hop groupon bandwagon mention launch quot groupon live social type quot reward sxsw link,0.0,0.0,1.0,0.0
916,google launching product sxsw link,0.0,1.0,0.0,0.0
917,google launch anything sxsw party link circle,0.0,1.0,0.0,1.0
918,droid surprise rt mention spot sxsw table three people phone ipad macbook gadgetoverload,1.0,0.0,0.0,0.0
919,buy buy rt mention even begin apple win sxsw link,1.0,0.0,0.0,2.0
920,farooqui mobile io android catch fast grow allow app purchase gamesfortv sxsw,0.0,1.0,0.0,2.0
921,fear extend wed gt rt mention rt mention last day apple popup sunday sxsw appleatxdt,1.0,0.0,0.0,2.0
922,calvin geek charlie sheen goddess mention mention mention mention google sxsw,0.0,1.0,0.0,0.0
923,mention mention quot get feedback sxsw group amp push android fix grill cheese stand yesterday quot,0.0,1.0,0.0,0.0
924,mention mention manufacturing serendipity quot access information make u curious less quot sxsw,0.0,0.0,1.0,0.0
925,quot sxsw nothing teem sea iphone addict busy twitter ever engage one anoth cont link,1.0,0.0,0.0,1.0
926,fan new sxsw trend audience share opinion via hold ipad listen annoy,1.0,0.0,0.0,1.0
927,quot google map usage mobile quot marissa mayer sxsw,0.0,1.0,0.0,0.0
928,power apple people spend hundred dollar attend sxsw spending day wait line ipad,1.0,0.0,0.0,2.0
929,continuum attitude crowdsourcing gap quot hear quot apple quot i'll tell quot sxsw,1.0,0.0,0.0,2.0
930,google vp consumer product marissa mayer say location everything link sxsw,0.0,1.0,0.0,0.0
931,sxsw google search local information marissa mayer million place claim owner log google,0.0,1.0,0.0,0.0
932,third era google logo interactive play space get ready googledoodle sxsw gsdm,0.0,1.0,0.0,2.0
933,new batch ipad deliver sxsw ipad mention apple store sxsw link photo,1.0,0.0,0.0,0.0
934,highlight day undoubtedly meet mention google second softball fancrazed preso sxsw,0.0,1.0,0.0,2.0
935,cool team startup come via siliconvalley bus hack apps mention ex google au stage w speakermeetup sxsw dogpatch lab,0.0,1.0,0.0,0.0
936,wow lot sxsw audience see vector pan google map mobile gasp appreciation,0.0,1.0,0.0,2.0
937,sxsw tip day turn iphone screen brightness way conservebatterylife peace mention,0.0,0.0,1.0,0.0
938,first leg mobile social sxsw fb link,0.0,0.0,1.0,0.0
939,call zombie link code valid p infektd sxsw zomb,0.0,0.0,1.0,0.0
940,call zombie link code valid p infektd sxsw zomb,0.0,0.0,1.0,0.0
941,tomlinson tx observer say apple subscription data hold big impediment success newsapps sxsw,1.0,0.0,0.0,1.0
942,tip turn push amp set fetch manual mode email mail contact amp cal gt fetch new data save battery iphone sxsw,1.0,0.0,0.0,0.0
943,mention official sxsw app sxsw go link android iphone ipad lt thanks instal,1.0,0.0,0.0,2.0
944,zazzle officially sxsw come mention grille mention u zazzlsxsw get make iphone case,1.0,0.0,0.0,0.0
945,technews omg jk kiss ipad slap xoom link tech news ipad jk omg sxsw tech,1.0,0.0,0.0,2.0
946,mention sxsw cr there's much potential link,0.0,0.0,1.0,0.0
947,idle time sxsw friday expensive thing mention apple store sxsw w others pic link,1.0,0.0,0.0,0.0
948,also android rt mention foodspotting's hit iphone app find food crave link cnnmoneysxsw sxsw,0.0,1.0,0.0,2.0
949,usa today ipad make good use digital shortcut still look like newspaper mention tapworthy sxsw,1.0,0.0,0.0,2.0
950,iphone one hand caramel macchiato ouch hiss hot apparently two pump lava begin sxsw tmsxsw,1.0,0.0,0.0,2.0
951,thats one want get hit canada rt mention sxsw ipad store sell everything except gig wifi white,0.0,0.0,1.0,0.0
952,technews one lone dude await ipad apple sxsw store link tech news apple ipad sxsw tablet tech,1.0,0.0,0.0,0.0
953,one million rating per month google hotpot sxsw pr,0.0,1.0,0.0,0.0
954,haz one mention show mention charge anywhere bar charge iphone whole table want buy one sxsw,1.0,0.0,0.0,2.0
955,quot explanation continue success apple existence god quot mention enchantment sxsw,1.0,0.0,0.0,0.0
956,apple open quot pop quot store across street sxsw two week umm genius obvious cough ipad cough,1.0,0.0,0.0,2.0
957,apple open pop store sxsw time ipad sale link,1.0,0.0,0.0,0.0
958,apple open pop shop sxsw report link,1.0,0.0,0.0,0.0
959,apple open pop shop sxsw report link via mention,1.0,0.0,0.0,0.0
960,apple open pop shop sxsw report link property,1.0,0.0,0.0,0.0
961,apple open pop shop sxsw report apple set open temporary store link,1.0,0.0,0.0,0.0
962,apple open pop shop sxsw report apple set open temporary store link realestate tech,1.0,0.0,0.0,0.0
963,apple open pop shop sxsw link via mention,1.0,0.0,0.0,0.0
964,apple open pop shop sxsw link,1.0,0.0,0.0,0.0
965,apple open pop shop sxsw link lt cool concept spend sxsw wait ipad,1.0,0.0,0.0,1.0
966,apple open temporary store sxsw link,1.0,0.0,0.0,0.0
967,open time tues amp wed news site manager want chat google news let know sxsw,0.0,1.0,0.0,0.0
968,wear openbeta vip badge sxsw might win ipad quibids case mention sxswbuffalo,1.0,0.0,0.0,0.0
969,apple open makeshift store sxsw ipad available pm today tempt,1.0,0.0,0.0,2.0
970,launch iphone app soon we're participate launchrock comp sxsw link get invite,1.0,0.0,0.0,0.0
971,hey sxsw new ipad app dexteria available link like u facebook link,1.0,0.0,0.0,2.0
972,ipad plenty people store line scarf sxsw mention apple store sxsw w others link,1.0,0.0,0.0,2.0
973,nice line outside sxsw apple store guess people want ipad,1.0,0.0,0.0,2.0
974,confusion google circle google claim circle release sxsw even development link,0.0,1.0,0.0,0.0
975,mention pack point show iphone fragmentation sxsw,1.0,0.0,0.0,1.0
976,attend panel quot well live cloud compute quot present google's jon wiley sxsw,0.0,1.0,0.0,0.0
977,one sxsw panel moderator europe say spent roaming charge iphone sxsw,1.0,0.0,0.0,0.0
978,brown paper windows line grows sxsw popup apple store gold's gym sixth amp congress link,1.0,0.0,0.0,0.0
979,sxsw two party awesome journalism npr google one go pb,0.0,1.0,0.0,0.0
980,google party best ever get butt sxsw,0.0,1.0,0.0,2.0
981,hey sxsw peeps new iphone app voicefeed launch u link check let u know think,1.0,0.0,0.0,2.0
982,watch people interact information different big small touchingstories ipad tablet sxsw,1.0,0.0,0.0,0.0
983,hey sxsw people survival tip great vegitarian vegan right think action mr natural link sxswsurvival,0.0,0.0,1.0,0.0
984,sxsw pepsi max marketing street team show popup apple store line hand drink amp tshirts link,1.0,0.0,0.0,0.0
985,new post per rumor google may preview big social strategy theme costume party sxsw yep link,0.0,1.0,0.0,0.0
986,instagram photo iamtimbaker google's sxsw party mention link,0.0,1.0,0.0,0.0
987,try pick theme sxsw year think may open data google government sxsw bolinsxsw,0.0,1.0,0.0,0.0
988,google planning launch major new social network call circle preview far super positive sxsw link,0.0,1.0,0.0,2.0
989,mashable platform concertgoers launch android app time sxsw link sxsw link,0.0,1.0,0.0,0.0
990,game play swsx spot non apple electronics sxsw,1.0,0.0,0.0,0.0
991,need play game android sxsw link,0.0,1.0,0.0,2.0
992,grow men play lego google party sxsw mention speakeasy link,0.0,1.0,0.0,0.0
993,leave pocket guide hotel know i'm go cope say usability ipad iphone app sxsw,1.0,0.0,0.0,1.0
994,check poke liked amp tweet google love story sxsw link sxsw sxsw sxswic,0.0,1.0,0.0,0.0
995,check poke liked amp tweet google love story sxsw sxsw sxsw sxswic,0.0,1.0,0.0,0.0
996,temporary pop shop apple sxsw nice flipboard upgrade,1.0,0.0,0.0,2.0
997,apple pop store sxsw joke,1.0,0.0,0.0,2.0
998,find pop apple store sxsw,1.0,0.0,0.0,0.0
999,apple pop store attractive impressive many permanent retail store sxsw,1.0,0.0,0.0,2.0
1000,apple pop store line finally dwindle time check ipad sxsw,1.0,0.0,0.0,2.0
1001,apple popup store hook last night sxsw sing dance high five new ipad purchase,1.0,0.0,0.0,2.0
1002,wordpress power websites sxsw talk wp founder wow russian spam bot nigerian banker google,0.0,1.0,0.0,0.0
1003,brilliant pr stunt business idea customer service response one apple set pop store sxsw draw crowds medium amp revenue,1.0,0.0,0.0,2.0
1004,panel pr cloud compute android design iphone design today hope redeem panel experience one fell swoop sxsw,0.0,1.0,0.0,0.0
1005,excellent presentation mention quot untapped ipad market site pour quot sxsw poursite accessibility,1.0,0.0,0.0,2.0
1006,excellent presentation digital magazine link touchingstories sxsw,0.0,0.0,1.0,0.0
1007,hey sxsw presenter amp attendee tip show presentation ipad iphone link,1.0,0.0,0.0,0.0
1008,ipad pretty sick almost make think need one sxsw,1.0,0.0,0.0,2.0
1009,google preview new social network call circle sxsw interactive today link google social sxsw circle,0.0,1.0,0.0,0.0
1010,google preview social networking platform sxsw conference link,0.0,1.0,0.0,0.0
1011,technews privacy could headline google circle social link tech news aclu google circle social network sxsw tech,0.0,1.0,0.0,0.0
1012,mention problem google live story process create content change interface hacknews sxsw,0.0,1.0,0.0,1.0
1013,problem time stop link edchat musedchat sxsw sxswi classical newtwitter,0.0,0.0,1.0,0.0
1014,im q apple pop store sxsw mention mention link,1.0,0.0,0.0,0.0
1015,check q amp google amp bing website ranking sxsw link sxsw qagb,0.0,1.0,0.0,0.0
1016,check q amp google amp bing website ranking sxsw sxsw qagb sxsma,0.0,1.0,0.0,0.0
1017,mention qik video connect plus launch today get live video chat video mail share live video twitter sxsw make ipad,1.0,0.0,0.0,0.0
1018,ne sapete qualcosa mention google launch major new social network call circle possibly today link sxsw,0.0,1.0,0.0,0.0
1019,race around sxsw best fuel great local fare eatshopaustinapp link,0.0,0.0,1.0,0.0
1020,radar google circus rt mention google launch new social network circle via mention link pr sxsw,0.0,1.0,0.0,0.0
1021,brilliant read attention marketer medium professional ipad save mention link usguys sxsw,1.0,0.0,0.0,1.0
1022,augment reality pah mayer google call quot contextual discovery quot search without search user permission sxsw,0.0,1.0,0.0,0.0
1023,mention rec give bad apple job mtg take note make mtg voluntary gt willing participant gamestorming sxsw,1.0,0.0,0.0,0.0
1024,google reproduce digitally way organically consume information goggles best example sxsw marissameyer,0.0,1.0,0.0,2.0
1025,future retail instore party good front biz inventory back ala apple mullet sxsw kiosk,1.0,0.0,0.0,0.0
1026,mention retire wine library tv move onto daily grape get app yr iphone thankyouecon sxsw,1.0,0.0,0.0,2.0
1027,mention reveals average time user spend nyt's oscar ipad app min quot blew mind quot newsapps sxsw,1.0,0.0,0.0,2.0
1028,right mention app android sweeeeet nice job team sxsw,0.0,1.0,0.0,2.0
1029,mention rt mention marissa mayer google connect digital amp physical world mobile link sxsw,0.0,1.0,0.0,0.0
1030,mention rt mention google launch major new social network call circle possibly today link sxsw,0.0,1.0,0.0,0.0
1031,mention rt mention google launch new social network call circle possibly today link sxsw report buzz,0.0,1.0,0.0,0.0
1032,mention rt mention interrupt regularly schedule sxsw geek program big news link google circle,0.0,1.0,0.0,0.0
1033,mention rt mention apple store downtown austin open til midnight sxsw,1.0,0.0,0.0,0.0
1034,mention rt mention mayer google search local information sxsw pr,0.0,1.0,0.0,0.0
1035,b social rt mention google launch major new social network call circle possibly today link sxsw,0.0,1.0,0.0,0.0
1036,congrats rt mention good news austin eats bbq iphone available link itunes austin bbq sxsw sxswi,1.0,0.0,0.0,2.0
1037,congrats rt mention awesome ipad mention sxswbuffalo lounge sxsw experience complete quibidswin,1.0,0.0,0.0,2.0
1038,congrats rt mention yes gowalla win best andoid app team android choice award thanks sxsw,0.0,1.0,0.0,2.0
1039,eh rt mention google launch major new social network call circle possibly today link sxsw,0.0,1.0,0.0,0.0
1040,like rt mention mention quot google tweet quot new quot think speak quot mark belinsky tweet panel sxsw,0.0,1.0,0.0,2.0
1041,l e rt mention quot law average well buzz quot rt mention quot google circle quot sxsw,0.0,1.0,0.0,1.0
1042,love rt mention apple naomi campbell pop store rage link sxsw,1.0,0.0,0.0,2.0
1043,love rt mention en route austin tx sxsw accompany fedoras instrument weird haircut apple product,1.0,0.0,0.0,0.0
1044,oooorkut rt mention rt mention google launch major new social network call circle possibly today link sxsw,0.0,1.0,0.0,0.0
1045,shut rt mention rumor apple open temp store downtown austin sxsw amp ipad launch link,1.0,0.0,0.0,0.0
1046,late rt mention google launch socialnetwork sxsw today socialmedia fb,0.0,1.0,0.0,0.0
1047,yen rt mention important make sure donate japanese red cross link sxswcares sxsw quake,0.0,0.0,1.0,0.0
1048,new sxsw rule ooing ahing new ipad get big deal everybody one,1.0,0.0,0.0,1.0
1049,sxsw hot rumor google's new social network quot google circle quot link photo video status share,0.0,1.0,0.0,2.0
1050,guess rumor wrong mention we're launch product sxsw we're plenty else link,0.0,0.0,1.0,0.0
1051,google save user year time gps navigation use alternate route w traffic sxsw,0.0,1.0,0.0,2.0
1052,wow saw someone use compute device mac ipad sxsw rare sight indeed,1.0,0.0,0.0,2.0
1053,mention saw u r go sxsw dwnld groundlink app amp ride austin sxsw link see u booth,0.0,0.0,1.0,0.0
1054,mention saw u r go sxsw dwnld groundlink app amp ride austin sxswi link see u booth,0.0,0.0,1.0,0.0
1055,iphone say can't connect internet even though sxsw wifi work great computer suggestion,1.0,0.0,0.0,1.0
1056,sxsw app schedule fail try sched org google sched sxsw click first link unofficial party room count genius,0.0,1.0,0.0,0.0
1057,current screen browser quot upload application quot android lmndst startupbus sxsw,0.0,1.0,0.0,0.0
1058,grabbed seat ballroom hear mention google sxsw,0.0,1.0,0.0,2.0
1059,expect see several nfc trial yr google amp android work w mention virtualwallet digitalid sxsw,0.0,1.0,0.0,0.0
1060,ok see two impressive line since i'm sxsw one apple store yesterday amp mention party cc mention,1.0,0.0,0.0,2.0
1061,spark select finalist team android choice award austin please come amp support link sxsw,0.0,1.0,0.0,0.0
1062,apple set pop store downtown austin sell bajillions ipad sxsw attendee course link,1.0,0.0,0.0,2.0
1063,google set bunch computer sxsw trade show exhibit premiere google circle link,0.0,1.0,0.0,0.0
1064,i've see several people work ipad sxsw today,1.0,0.0,0.0,0.0
1065,there's short line build flash apple store downtown people want new ipads sxsw,1.0,0.0,0.0,0.0
1066,c nice shot link code valid p infektd sxsw cvdc,0.0,0.0,1.0,0.0
1067,exclusive shot sxsw popup apple store link,1.0,0.0,0.0,2.0
1068,guess say tell apple open temporary store downtown austin sxsw amp ipad launch link,1.0,0.0,0.0,0.0
1069,ipad art show mention time sxsw check interactive fool,1.0,0.0,0.0,2.0
1070,mayer showcasing google place hotpot restaurant rating tool hello mobile advertising check ins push sxsw,0.0,1.0,0.0,0.0
1071,danger sit floor charge laptop ipod iphone etc dread quot dead butt quot damn tingle sxsw sxnewworlds,1.0,0.0,0.0,0.0
1072,mention mention spill bean next platform flipboard iphone team start work sxflip sxsw sxswi,1.0,0.0,0.0,0.0
1073,mention mention spill bean next platform flipboard iphone team start work sxflip sxsw sxswi gr,1.0,0.0,0.0,2.0
1074,mention jealous sxsw amp new ipad,1.0,0.0,0.0,2.0
1075,impressed far ipad slim form quot instant quot ness i've see try one yet sxsw sxswi,1.0,0.0,0.0,2.0
1076,many ppl w apple product sxsw think head explode message bring via iphone,1.0,0.0,0.0,2.0
1077,apple smart open pop store austin sxsw crowd's,1.0,0.0,0.0,2.0
1078,mention u r come sxsw dwnld groundlink app amp ride austin sxswi link see u booth,0.0,0.0,1.0,0.0
1079,q social site like delicious often good result google bing qagb sxsw,0.0,1.0,0.0,1.0
1080,ipad sell st time user sxsw,1.0,0.0,0.0,2.0
1081,we've get exciting thing we'll show sxsw year include drag drop store management iphone,1.0,0.0,0.0,2.0
1082,wonder geek google's marissa mayer's poster wall sxsw,0.0,1.0,0.0,0.0
1083,talk great developer android meetup look forward work sxsw android androidsxsw,0.0,1.0,0.0,2.0
1084,information mention morning apple store get build sxsw two week ipad love jealous,1.0,0.0,0.0,2.0
1085,i've see best ipad case ever sxsw i'm start transfer bit book fetishism ipads slowly surely,1.0,0.0,0.0,2.0
1086,ipad spambots ramp ipad apple free offer sxsw spammer goaway,1.0,0.0,0.0,0.0
1087,mention spot sxsw man need ipad link sxswi man need go sxsw apple store,1.0,0.0,0.0,2.0
1088,need start download apps ipad play inspiration favorites uxdes sxsw,1.0,0.0,0.0,0.0
1089,start bring crowd baracades sxsw popup apple store link,1.0,0.0,0.0,0.0
1090,queue start early sxsw apple pop shop link,1.0,0.0,0.0,0.0
1091,check stay alive indie iphone game development survive sxsw stayingalive,1.0,0.0,0.0,0.0
1092,still ipad least sxsw pop apple store mention buy one,1.0,0.0,0.0,2.0
1093,mention stop let u make custom iphone case zazzlesxsw sxsw sxswi link link,1.0,0.0,0.0,0.0
1094,apple store sxsw almost sell,1.0,0.0,0.0,0.0
1095,apple store austin people take pic ipad sxsw link,1.0,0.0,0.0,2.0
1096,oh apple store look home downtown austin sxsw sxtxstate mention apple store sxsw link photo,1.0,0.0,0.0,2.0
1097,they'd stupid apple open temporary store austin sxsw amp ipad launch link via mention,1.0,0.0,0.0,2.0
1098,great new support web font mention sxsw google,0.0,1.0,0.0,2.0
1099,sxsw supposedly mobile apple store pop open ish,1.0,0.0,0.0,0.0
1100,sxsw need line apple open temporary store downtown austin sxsw ipad launch bit ly g mzb,1.0,0.0,0.0,0.0
1101,mention sxsw official iphone app link enjoy sxsw,1.0,0.0,0.0,0.0
1102,link sxsw apple school marketing expert sxsw,1.0,0.0,0.0,2.0
1103,can't get sxsw download free track sxsw music sampler available mention store today link,0.0,0.0,1.0,0.0
1104,great talk mention must one sxsw mention apple,1.0,0.0,0.0,2.0
1105,catch talk text speech android amp chrome league extraordinary hacker link sxsw,0.0,1.0,0.0,0.0
1106,guy tall tee ipad hoodies sxsw hear first link,1.0,0.0,0.0,0.0
1107,mention team android sxsw party detail link lt note video mention show close rainey st acc,0.0,1.0,0.0,0.0
1108,there's temporary sxsw apple store austin true let sink corporate hipster sxsw,1.0,0.0,0.0,0.0
1109,read apple sxsw sell ipad release day good lord vortex smugness day may unbearable,1.0,0.0,0.0,1.0
1110,need app alert ipads palo alto i'm convince apple ship majority pop store sxsw,1.0,0.0,0.0,0.0
1111,can't wait th congress get ur ipad rt mention apple open pop store austin sxsw tcrn ch eb fjs,1.0,0.0,0.0,0.0
1112,bad want go home read google reader feed geek sxsw,0.0,1.0,0.0,2.0
1113,actually that's google map mobile include desktop sxsw,0.0,1.0,0.0,0.0
1114,hahahahah that's funny rt mention never see many head turn one point someone apple ask question reid hoffman sxsw,1.0,0.0,0.0,0.0
1115,anyone mention mention show iphone charger need tweet joke beard text ppl make jealous sxsw,1.0,0.0,0.0,0.0
1116,attend mention party sxsw interested people wiiings,0.0,0.0,1.0,0.0
1117,check mention route link rsvp gt http www facebook com event php eid sxswi sxsw,0.0,0.0,1.0,0.0
1118,follow mention leanux panel sxsw realtime google doc link thanks mention,0.0,1.0,0.0,0.0
1119,pre order mention humorous bee lp mention catch month mention link sxsw,0.0,0.0,1.0,0.0
1120,pre order mention humorous bee lp mention catch month mention amp mention link sxsw,0.0,0.0,1.0,0.0
1121,unveil mention pop store sxsw link,0.0,0.0,1.0,0.0
1122,quot interactive quot portion sxsw people sure interact much iphone istoned tweetaholic tech tweetanonymous addict,1.0,0.0,0.0,0.0
1123,pic apple ipad line sxsw fb link link http co svo,1.0,0.0,0.0,0.0
1124,check dokobots game mention iphone android seem pretty cool geogames sxsw tmsxsw,1.0,0.0,0.0,2.0
1125,holy crap sxsw showcase torrent already lt link,0.0,0.0,1.0,0.0
1126,mention dangerous iphone apps link mention,0.0,0.0,1.0,0.0
1127,mention dangerous iphone apps sxsw link,1.0,0.0,0.0,1.0
1128,word austin apple pop store setup crew pm tom open ill sxsw,1.0,0.0,0.0,0.0
1129,view back line get league extraordinary hacker google event sxsw link,0.0,1.0,0.0,0.0
1130,hopefully best thing come sxsw fact people fly austin pick ipad,1.0,0.0,0.0,2.0
1131,what's best sxsw mobile app android app make panel party agenda offline use get,0.0,1.0,0.0,0.0
1132,follow bing google seo session qagb sxsw buddy mention seo,0.0,1.0,0.0,0.0
1133,follow buzz hee hee google drip feed information facebook rival circle sxsw,0.0,1.0,0.0,0.0
1134,phrase day iphone ready android come sxsw,0.0,1.0,0.0,0.0
